Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Ford,2017,Mondeo,Wagon,2017 Ford Mondeo Ambiente Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.3 L / 100 km,145449,Silver / Black,"Hendra, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2016,Tiguan,SUV,2016 Volkswagen Tiguan 132 TSI (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8 L / 100 km,80771,Beige / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2004,Landcruiser,SUV,2004 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,0 L / 100 km,417079,Silver / -,"Cardiff, NSW",8 cyl,SUV, 4 Doors, 8 Seats,10000-20000 AUD
Holden,2013,Barina,Sedan,2013 Holden Barina CDX,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.3 L / 100 km,80423,Silver / Leather,"Epping, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Nissan,2014,X-Trail,SUV,2014 Nissan X-Trail ST-L 7 Seat (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,164973,White / Grey,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Manual,"4 cyl, 1.2 L",Front,Premium,4.9 L / 100 km,84475,Black / -,"Five Dock, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2018,2,Sedan,2018 Mazda 2 NEO,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,5.4 L / 100 km,54189,Blue / Grey,"Phillip, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Jeep,2015,Cherokee,SUV,2015 Jeep Cherokee Longitude (4X4),USED,Automatic,"6 cyl, 3.2 L",4WD,Unleaded,10 L / 100 km,107000,White / -,"Holland Park West, QLD",6 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Ford,2018,Focus,Hatchback,2018 Ford Focus Trend (5 YR),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.2 L / 100 km,87239,Blue / Grey,"Yallah, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Hyundai,2016,Tucson,SUV,2016 Hyundai Tucson Active (fwd),USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,231209,- / -,"Traralgon, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2014,Aurion,Sedan,2014 Toyota Aurion Prodigy,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.3 L / 100 km,179425,Silver / Grey,"Victoria Park, WA",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Nissan,2000,Patrol,SUV,2000 Nissan Patrol ST (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,370553,Gold / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Volkswagen,2007,Golf,Hatchback,2007 Volkswagen Golf GT Sport TDI,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.3 L / 100 km,166343,Silver / -,"Osborne Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2011,3,Sedan,2011 Mazda 3 SP25,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.6 L / 100 km,194101,White / -,"Gladstone, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2010,Corolla,Sedan,2010 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,99026,Silver / Grey,"Southport, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2011,Outlander,SUV,2011 Mitsubishi Outlander LS (7 Seat),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.3 L / 100 km,142780,White / -,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Volkswagen,2015,Jetta,Sedan,2015 Volkswagen Jetta 118 TSI Trendline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.2 L / 100 km,126124,Grey / Black,"Fyshwick, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2013,Golf,Hatchback,2013 Volkswagen Golf 110 TDI Highline,USED,Automatic,"4 cyl, 2 L",Front,Diesel,4.9 L / 100 km,120859,Silver / Black,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Isuzu,2013,D-MAX,Ute / Tray,2013 Isuzu D-MAX SX (4X2),USED,Manual,"4 cyl, 3 L",Rear,Diesel,8 L / 100 km,223907,White / -,"Cardiff, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,10000-20000 AUD
Mitsubishi,2010,Challenger,SUV,2010 Mitsubishi Challenger LS (5 Seat) (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.3 L / 100 km,242529,Grey / -,"Beresfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2012,I30,Hatchback,2012 Hyundai I30 Elite 1.6 Crdi,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.6 L / 100 km,213233,Silver / -,"Bentley, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2015,Captiva,Australian Car Sales Group - Car City Minchinbury,2015 Holden Captiva LTZ AWD,USED,Automatic,-,Other,Diesel,-,218445,Grey / Black,"Minchinbury, NSW",-,Wagon,,,10000-20000 AUD
Subaru,2009,Forester,SUV,2009 Subaru Forester XT Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,10.5 L / 100 km,215000,White / Grey,"Klemzig, SA",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2013,Jetta,Sedan,2013 Volkswagen Jetta 118 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.2 L / 100 km,91123,Grey / -,"Blacktown, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Subaru,2011,Impreza,USED Dealer ad,2011 Subaru Impreza R Special Edition,USED,Automatic,-,Other,-,-,85654,White / Grey,"Blacktown, NSW",-,,,,10000-20000 AUD
Holden,2014,Captiva,SUV,2014 Holden Captiva 7 LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,116286,Silver / Grey,"Coorparoo, QLD",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Holden,2010,Commodore,Wagon,2010 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.3 L / 100 km,147761,Black / Grey,"Ringwood, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2014,Golf,Hatchback,2014 Volkswagen Golf 90 TSI,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,101565,White / Black,"Hendra, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Kia,2012,Grand,Wagon,2012 Kia Grand Carnival SI,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.9 L / 100 km,148482,Silver / -,"Kenwick, WA",6 cyl,Wagon, 4 Doors, 8 Seats,10000-20000 AUD
Toyota,2012,Estima,Nippon Motors,2012 Toyota Estima Aeras,USED,Automatic,-,Front,Unleaded,-,147476,White / Beige,"Ingleburn, NSW",-,Commercial,,,10000-20000 AUD
Volkswagen,2014,Amarok,Ute / Tray,2014 Volkswagen Amarok TDI420 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.3 L / 100 km,272740,Brown / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2010,Commodore,Ute / Tray,2010 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,10.2 L / 100 km,157103,Green / -,"Minchinbury, NSW",6 cyl,Ute / Tray, 2 Doors, 2 Seats,10000-20000 AUD
Lexus,2007,RX,USED Dealer ad,2007 Lexus RX TRADE APPRAISAL,USED,-,-,Other,-,-,212568,Grey / -,"Moorabbin, VIC",-,Wagon,,,10000-20000 AUD
Jeep,2019,Renegade,SUV,2019 Jeep Renegade Sport,USED,Manual,"4 cyl, 1.6 L",Front,Premium,6 L / 100 km,66014,Green / Black,"Homebush, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2014,I20,Hatchback,2014 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.9 L / 100 km,45900,- / -,"Wollongong, NSW",4 cyl,Hatchback, 3 Doors, 5 Seats,10000-20000 AUD
Holden,2010,Commodore,Sedan,2010 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.1 L / 100 km,243045,Silver / Charcoal Grey Cloth,"South Geelong, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Kia,2018,Sportage,SUV,2018 Kia Sportage SI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,176576,Silver / Black,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
BMW,2004,530I,Sedan,2004 BMW 530I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,14.2 L / 100 km,197119,Silver / Tan Leather,"Morphett Vale, SA",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mazda,2013,BT-50,Ute / Tray,2013 Mazda BT-50 XT (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.9 L / 100 km,218188,Grey / -,"Cardiff, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2014,IX35,Trilogy Motor Group,2014 Hyundai IX35 Series II SE Wagon 5dr Spts Auto 6sp 2.0i [MY15],USED,Automatic,-,Other,-,-,111110,White / -,"Ermington, NSW",-,Wagon,,,10000-20000 AUD
Toyota,2012,Camry,Sedan,2012 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,208330,White / Cloth,"Elderslie, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Kia,2015,RIO,Hatchback,2015 Kia RIO S,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,5.7 L / 100 km,101000,Black / -,"Archerfield, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2017,Astra,Hatchback,2017 Holden Astra RS,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,128928,Red / Grey,"Granville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Ford,2005,Falcon,Sedan,2005 Ford Falcon XR8,USED,Automatic,"8 cyl, 5.4 L",Rear,Unleaded,14.5 L / 100 km,285000,White / -,"Holbrook, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2018,Commodore,Wagon,2018 Holden Commodore LT,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.7 L / 100 km,179430,White / Grey,"Enfield, SA",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Suzuki,2021,Baleno,Hatchback,2021 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,41781,Silver / -,"Ryde, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2010,Iload,Commercial,2010 Hyundai Iload,USED,Manual,"4 cyl, 2.4 L",Rear,Premium,10.1 L / 100 km,230576,White / -,"Slacks Creek, QLD",4 cyl,Commercial, 4 Doors, 3 Seats,10000-20000 AUD
Ford,2009,Falcon,Sedan,2009 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.5 L / 100 km,190093,Blue / Black,"Blacktown, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2017,Golf,Wagon,2017 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6 L / 100 km,151413,White / -,"Arncliffe, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Audi,2016,A3,Hatchback,2016 Audi A3 Sportback 1.4 Tfsi Attraction,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,4.9 L / 100 km,94803,White / -,"Five Dock, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Toyota,2007,Aurion,Sedan,2007 Toyota Aurion Sportivo SX6,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.9 L / 100 km,149436,Yellow / Atomic - Black,"Minchinbury, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2001,Commodore,Sedan,2001 Holden Commodore SS,USED,Automatic,"8 cyl, 5.7 L",Rear,Unleaded,13.5 L / 100 km,234384,Red / -,"Wangara, WA",8 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2010,Estima,Mega Fleet Sales,2010 Toyota Estima Aeras,USED,Automatic,-,Other,Unleaded,-,110391,- / -,"Lidcombe, NSW",-,Wagon,,,10000-20000 AUD
BMW,2007,335I,Coupe,2007 BMW 335I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,9.5 L / 100 km,187900,Grey / Beige,"Strathpine, QLD",6 cyl,Coupe, 2 Doors, 4 Seats,10000-20000 AUD
Toyota,2007,RAV4,SUV,2007 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.6 L / 100 km,205676,White / -,"Blair Athol, SA",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Nissan,2008,X-Trail,SUV,2008 Nissan X-Trail ST-L (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.3 L / 100 km,174047,Gold / Grey,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2011,Commodore,Sedan,2011 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.1 L / 100 km,144056,Green / -,"Morayfield, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mercedes-Benz,2012,C200,Sedan,2012 Mercedes-Benz C200 CDI BE,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,5.4 L / 100 km,137000,Black / Black,"Strathpine, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2015,Outlander,SUV,2015 Mitsubishi Outlander LS (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,232780,Silver / -,"Labrador, QLD",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Nissan,2015,Pulsar,Sedan,2015 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,90691,White / -,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mercedes-Benz,2012,C-CLASS,USED Dealer ad,2012 Mercedes-Benz C-CLASS W204 BlueEFFICIENCY Avantgarde Sedan 4dr 7G-TRONIC 7sp 1.8T,USED,Automatic,-,Other,Unleaded,-,162775,Black / -,"Rouse Hill, NSW",-,,,,10000-20000 AUD
Mercedes-Benz,2006,Vito,Commercial,2006 Mercedes-Benz Vito 115CDI Compact Crew CAB,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,8.7 L / 100 km,128100,Black / Black,"Strathpine, QLD",4 cyl,Commercial, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2008,HiAce,Commercial,2008 Toyota HiAce LWB,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11.6 L / 100 km,294000,White / -,"Clontarf, QLD",4 cyl,Commercial, 4 Doors, 3 Seats,10000-20000 AUD
Isuzu,2013,D-MAX,Ute / Tray,2013 Isuzu D-MAX SX (4X2),USED,Manual,"4 cyl, 3 L",Rear,Diesel,8 L / 100 km,290908,White / Black,"West Footscray, VIC",4 cyl,Ute / Tray, 2 Doors, 2 Seats,10000-20000 AUD
Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.6 L / 100 km,167095,Blue / Grey,"Lansvale, NSW",6 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,60195,Blue / -,"Tweed Heads South, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2013,Yaris,Hatchback,2013 Toyota Yaris YRS,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,5.8 L / 100 km,93037,Silver / Grey,"Phillip, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
BMW,2013,328I,Sedan,2013 BMW 328I Modern Line,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.3 L / 100 km,101884,Black / Black,"Artarmon, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2009,Lancer,Hatchback,2009 Mitsubishi Lancer Ralliart Sportback,USED,Automatic,"4 cyl, 2 L",AWD,Premium,10.2 L / 100 km,130124,Red / -,"Victoria Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2015,Captiva,SUV,2015 Holden Captiva 7 LT (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,144395,Silver / Black,"Port Melbourne, VIC",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Dodge,2013,Journey,SUV,2013 Dodge Journey SXT,USED,Automatic,"6 cyl, 3.6 L",Front,Premium,10.4 L / 100 km,58622,Silver / Cloth,"Ipswich, QLD",6 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Mazda,2014,2,Hatchback,2014 Mazda 2 NEO Sport,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,6.4 L / 100 km,34774,Red / -,"Thomastown, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,173093,White / -,"Forbes, NSW",6 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Skoda,2016,Fabia,Hatchback,2016 Skoda Fabia 81 TSI,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,4.8 L / 100 km,77925,White / Grey,"Leichhardt, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2015,3,Hatchback,2015 Mazda 3 SP25 GT,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.1 L / 100 km,167670,Red / Black Leather,"Croydon, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2008,BT-50,Ute / Tray,2008 Mazda BT-50 B3000 SDX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,9.2 L / 100 km,324882,- / -,"Underwood, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2017,Accent,Hatchback,2017 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,57850,Red / Black,"Capalaba, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Honda,2017,Civic,Sedan,2017 Honda Civic VTI,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.4 L / 100 km,103747,Grey / -,"Narellan, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Kia,2021,Picanto,Hatchback,2021 Kia Picanto S (PE),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,17586,Orange / -,"Alexandria, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Hyundai,2015,I30,Hatchback,2015 Hyundai I30 Active X,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,147428,Black / -,"Cardiff, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Hyundai,2013,I30,Hatchback,2013 Hyundai I30 Active,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,68096,Silver / Slate,"Fawkner, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2012,6,Wagon,2012 Mazda 6 Touring,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.9 L / 100 km,241172,Red / Black Leather,"West Footscray, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2009,Caddy,Commercial,2009 Volkswagen Caddy 1.9 TDI,USED,Manual,"4 cyl, 1.9 L",Front,Diesel,6.2 L / 100 km,190411,White / -,"Cannington, WA",4 cyl,Commercial, 2 Doors, 2 Seats,10000-20000 AUD
Hyundai,2018,I40,Wagon,2018 Hyundai I40 Active Tourer,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.5 L / 100 km,89881,White / Black,"Homebush West, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2019,Polo,Hatchback,2019 Volkswagen Polo 70 TSI Trendline,USED,Automatic,"3 cyl, 1 L",Front,Premium,5 L / 100 km,69985,Grey / Grey,"Nowra, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Toyota,2010,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.5 L / 100 km,147626,White / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Subaru,2015,Liberty,Sedan,2015 Subaru Liberty 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,159566,White / Black,"Victoria Park, WA",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Kia,2018,Picanto,Hatchback,2018 Kia Picanto S (aeb),USED,Manual,"4 cyl, 1.2 L",Front,Unleaded,5 L / 100 km,25986,White / -,"Victoria Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2012,3,Sedan,2012 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,181070,White / -,"Slacks Creek, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Subaru,2015,Liberty,Sedan,2015 Subaru Liberty 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,142114,White / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2014,I30,Hatchback,2014 Hyundai I30 Premium,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,83257,White / Black,"Ravenhall, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Suzuki,2018,Baleno,Hatchback,2018 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,64017,Grey / Black,"Gosnells, WA",4 cyl,Hatchback, 4 Doors, 5 Seats,10000-20000 AUD
Honda,2012,Odyssey,Wagon,2012 Honda Odyssey,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,151000,- / -,"Wollongong, NSW",4 cyl,Wagon, 4 Doors, 7 Seats,10000-20000 AUD
Toyota,2009,Estima,Altous Motors,2009 Toyota Estima 2.4 Aeras G Edition,USED,Automatic,-,Other,Unleaded,-,59000,Grey / Grey,"Oakleigh South, VIC",-,Wagon,,,10000-20000 AUD
Volkswagen,2011,Amarok,Ute / Tray,2011 Volkswagen Amarok TDI400 Highline (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,7.9 L / 100 km,236000,- / -,"Kenwick, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Subaru,2009,Liberty,Sedan,2009 Subaru Liberty 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,8.4 L / 100 km,173472,Blue / Black,"Coburg North, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2011,Captiva,SUV,2011 Holden Captiva 7 LX (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.3 L / 100 km,177200,Silver / -,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Mitsubishi,2009,Lancer,Sedan,2009 Mitsubishi Lancer ES,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,134750,Gold / Grey,"Ringwood, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2007,Hilux,Ute / Tray,2007 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,302602,Silver / -,"Coopers Plains, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Kia,2012,Cerato,Hatchback,2012 Kia Cerato SI,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.7 L / 100 km,145934,Silver / Grey,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Great,2019,Wall,Ute / Tray,2019 Great Wall Steed (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,9 L / 100 km,88974,White / -,"Beresfield, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Mazda,2014,3,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,156603,White / Black,"Bendigo, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2016,Cruze,Sedan,2016 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,92565,Red / Black,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2012,Tiguan,SUV,2012 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8 L / 100 km,102233,Black / Black Leather,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2017,Astra,Hatchback,2017 Holden Astra RS,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,27324,Grey / Black,"Castle Hill, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2018,Astra,Sedan,2018 Holden Astra LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.1 L / 100 km,67045,Red / Black,"Chermside, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
